"","sibs","age","incom16","reg16","res16","pasei10","masei10","granborn","family16","age_num","sibs_num","pasei10_num","masei10_num"
"1319","3",33,"average","west north central","in a small city or town (under 50,000)","69.3","80.90000000000001","none","both own mother and father",33,3,69.3,80.9
"1320","4",66,"average","east north central","in a small city or town (under 50,000)","67.7","46.6","none","both own mother and father",66,4,67.7,46.6
"1321","1",41,"average","west north central","in a suburb near a large city","62.9","28.6","none","both own mother and father",41,1,62.9,28.6
"1322","3",57,"above average","west north central","in a suburb near a large city","69.3","38.8","iap","both own mother and father",57,3,69.3,38.8
"1323","2",74,"below average","west north central","in a suburb near a large city","57.5","33.4","three","both own mother and father",74,2,57.5,33.4
"1324","2",46,"average","foreign","in a large city (over 250,000)","62","38.3","four","both own mother and father",46,2,62,38.3
"1325","2",44,"average","west north central","in a suburb near a large city","57.4","38.8","none","both own mother and father",44,2,57.4,38.8
"1326","3",42,"average","west north central","in a small city or town (under 50,000)","82.5","82.5","none","both own mother and father",42,3,82.5,82.5
"1327","3",45,"far above average","west north central","farm","67.7","53.8","none","both own mother and father",45,3,67.7,53.8
"1328","1",38,"average","west north central","in a suburb near a large city","33.2","61.4","two","both own mother and father",38,1,33.2,61.4
"1329","1",46,"below average","west north central","in a suburb near a large city","80.90000000000001","80.90000000000001","two","both own mother and father",46,1,80.9,80.9
"1331","2",22,"above average","west north central","in a suburb near a large city","69.3","56.9","none","both own mother and father",22,2,69.3,56.9
"1332","1",42,"average","west north central","in a suburb near a large city","73.90000000000001","80.90000000000001","none","both own mother and father",42,1,73.9,80.9
"1334","1",38,"above average","west north central","in a suburb near a large city","69.3","41.1","none","both own mother and father",38,1,69.3,41.1
"1336","11",73,"average","west north central","in a large city (over 250,000)","50","iap","two","both own mother and father",73,11,50,NA
"1338","3",46,"average","west north central","in open country but not on a farm","26.8","9","none","both own mother and father",46,3,26.8,9
"1340","5",78,"average","west north central","in a small city or town (under 50,000)","50","38.8","none","both own mother and father",78,5,50,38.8
"1342","6",60,"average","east north central","farm","39.9","iap","two","both own mother and father",60,6,39.9,NA
"1343","7",58,"average","west north central","farm","39.9","iap","two","both own mother and father",58,7,39.9,NA
"1347","0",76,"below average","west north central","in a small city or town (under 50,000)","75.5","iap","two","both own mother and father",76,0,75.5,NA
"1348","3",58,"average","east north central","farm","38.3","26.8","two","both own mother and father",58,3,38.3,26.8
"1349","3",51,"above average","west north central","in a small city or town (under 50,000)","30.1","65.3","one","both own mother and father",51,3,30.1,65.3
"1350","3",30,"far below average","west north central","in a small city or town (under 50,000)","25","24.2","none","both own mother and father",30,3,25,24.2
"1351","11",28,"above average","pacific","in a small city or town (under 50,000)","89.3","43","none","both own mother and father",28,11,89.3,43
"1353","4",32,"below average","foreign","in a small city or town (under 50,000)","14","39.7","four","both own mother and father",32,4,14,39.7
"1354","1",50,"far above average","pacific","in a large city (over 250,000)","23.3","26.5","four","both own mother and father",50,1,23.3,26.5
"1356","2",20,"average","pacific","in a medium-size city (50,000-250,000)","32","iap","two","both own mother and father",20,2,32,NA
"1357","1",32,"below average","pacific","in a large city (over 250,000)","32","38.3","four","both own mother and father",32,1,32,38.3
"1358","2",33,"average","pacific","in a suburb near a large city","25.2","69.3","four","both own mother and father",33,2,25.2,69.3
"1360","2",44,"average","pacific","in a large city (over 250,000)","65.09999999999999","iap","two","both own mother and father",44,2,65.1,NA
"1361","3",20,"average","pacific","in a large city (over 250,000)","26.2","21.6","don't know","both own mother and father",20,3,26.2,21.6
"1362","3",38,"average","pacific","in a medium-size city (50,000-250,000)","65.3","46.6","one","both own mother and father",38,3,65.3,46.6
"1364","2",57,"average","pacific","in a small city or town (under 50,000)","65.3","44.9","one","both own mother and father",57,2,65.3,44.9
"1365","3",37,"below average","pacific","in a medium-size city (50,000-250,000)","13.6","13.6","four","both own mother and father",37,3,13.6,13.6
"1369","5",36,"far above average","foreign","in a suburb near a large city","83.8","iap","two","both own mother and father",36,5,83.8,NA
"1370","6",57,"average","foreign","in a medium-size city (50,000-250,000)","85.2","iap","four","both own mother and father",57,6,85.2,NA
"1371","1",40,"average","pacific","in a medium-size city (50,000-250,000)","26.8","26.8","don't know","both own mother and father",40,1,26.8,26.8
"1373","5",76,"average","mountain","in a small city or town (under 50,000)","iap","iap","one","both own mother and father",76,5,NA,NA
"1375","3",45,"average","mountain","in a medium-size city (50,000-250,000)","iap","38.8","none","both own mother and father",45,3,NA,38.8
"1377","1",35,"above average","mountain","in a medium-size city (50,000-250,000)","73.90000000000001","iap","none","both own mother and father",35,1,73.9,NA
"1379","2",33,"average","foreign","in a small city or town (under 50,000)","12.6","21.6","four","both own mother and father",33,2,12.6,21.6
"1385","3",21,"average","pacific","in a small city or town (under 50,000)","23.3","39.7","iap","both own mother and father",21,3,23.3,39.7
"1386","7",60,"average","east north central","in a large city (over 250,000)","65.3","38.8","two","both own mother and father",60,7,65.3,38.8
"1387","6",67,"below average","mountain","in a large city (over 250,000)","23","12.6","four","both own mother and father",67,6,23,12.6
"1388","4",44,"above average","east north central","in a small city or town (under 50,000)","84.5","iap","one","both own mother and father",44,4,84.5,NA
"1389","4",33,"average","mountain","in a suburb near a large city","69.3","80.90000000000001","iap","both own mother and father",33,4,69.3,80.9
"1390","5",60,"above average","mountain","in a small city or town (under 50,000)","92","92","four","both own mother and father",60,5,92,92
"1393","3",24,"average","mountain","in a suburb near a large city","32","24.6","four","both own mother and father",24,3,32,24.6
"1394","1",31,"average","pacific","in a medium-size city (50,000-250,000)","81","60.3","one","both own mother and father",31,1,81,60.3
"1397","2",45,"average","foreign","in a small city or town (under 50,000)","62.7","39.7","four","both own mother and father",45,2,62.7,39.7
"1398","2",73,"above average","west south central","in a small city or town (under 50,000)","67.7","38.8","none","both own mother and father",73,2,67.7,38.8
"1399","1",67,"average","middle atlantic","in a small city or town (under 50,000)","27","84.2","none","both own mother and father",67,1,27,84.2
"1401","2",79,"below average","east north central","in a large city (over 250,000)","38.3","13.6","four","both own mother and father",79,2,38.3,13.6
"1403","2",35,"average","mountain","in a suburb near a large city","59.1","69.3","none","both own mother and father",35,2,59.1,69.3
"1404","2",56,"average","mountain","in a suburb near a large city","67.7","84.2","none","both own mother and father",56,2,67.7,84.2
"1405","3",32,"above average","middle atlantic","in a medium-size city (50,000-250,000)","iap","38.8","two","both own mother and father",32,3,NA,38.8
"1406","2",32,"above average","east north central","in a medium-size city (50,000-250,000)","83.8","38.8","none","both own mother and father",32,2,83.8,38.8
"1407","2",64,"below average","south atlantic","in a suburb near a large city","86.5","76.3","none","both own mother and father",64,2,86.5,76.3
"1408","3",29,"above average","south atlantic","in a medium-size city (50,000-250,000)","iap","73.59999999999999","none","both own mother and father",29,3,NA,73.6
"1409","1",30,"average","pacific","in a large city (over 250,000)","63.7","69.5","none","both own mother and father",30,1,63.7,69.5
"1410","2",74,"far above average","middle atlantic","in a small city or town (under 50,000)","77.40000000000001","iap","none","both own mother and father",74,2,77.4,NA
"1411","3",33,"above average","mountain","in a suburb near a large city","76.3","59.1","none","both own mother and father",33,3,76.3,59.1
"1412","3",59,"far above average","west south central","in a suburb near a large city","67.7","iap","none","both own mother and father",59,3,67.7,NA
"1413","0",76,"average","east north central","in a small city or town (under 50,000)","32","52","none","both own mother and father",76,0,32,52
"1415","3",60,"above average","east north central","in a small city or town (under 50,000)","52.4","84.2","none","both own mother and father",60,3,52.4,84.2
"1416","1",66,"above average","east north central","in a medium-size city (50,000-250,000)","38.3","20.5","four","both own mother and father",66,1,38.3,20.5
"1417","1",78,"average","east north central","in open country but not on a farm","14.8","23.3","four","both own mother and father",78,1,14.8,23.3
"1420","1",63,"average","east north central","in a suburb near a large city","46.5","21.6","four","both own mother and father",63,1,46.5,21.6
"1424","2",79,"average","south atlantic","in a small city or town (under 50,000)","39.9","14","none","both own mother and father",79,2,39.9,14
