"","sibs","age","incom16","reg16","res16","pasei10","masei10","granborn","family16","age_num","sibs_num","pasei10_num","masei10_num"
"1017","3","34","average","south atlantic","in a suburb near a large city","32.8","73.09999999999999","none","father and stepmother",34,3,32.8,73.1
"1018","2","76","average","south atlantic","in a large city (over 250,000)","61.4","iap","none","both own mother and father",76,2,61.4,NA
"1019","6","41","far below average","south atlantic","in a small city or town (under 50,000)","iap","19.6","none","mother only",41,6,NA,19.6
"1020","2","42","above average","south atlantic","in a suburb near a large city","77.40000000000001","61.2","one","father and stepmother",42,2,77.4,61.2
"1021","10","29","average","south atlantic","in a suburb near a large city","iap","80.90000000000001","three","mother only",29,10,NA,80.9
"1022","10","70","far below average","south atlantic","in a small city or town (under 50,000)","iap","14","two","mother only",70,10,NA,14
"1023","0","39","average","south atlantic","in a medium-size city (50,000-250,000)","60.3","60.3","none","both own mother and father",39,0,60.3,60.3
"1024","3","53","above average","south atlantic","in a large city (over 250,000)","23.3","26.1","none","both own mother and father",53,3,23.3,26.1
"1025","8","56","below average","south atlantic","in a medium-size city (50,000-250,000)","iap","23.3","two","mother only",56,8,NA,23.3
"1026","14","70","far below average","south atlantic","farm","39.9","39.9","iap","both own mother and father",70,14,39.9,39.9
"1027","4","74","below average","south atlantic","in a medium-size city (50,000-250,000)","28.7","13.2","none","both own mother and father",74,4,28.7,13.2
"1028","3","23","average","south atlantic","in a large city (over 250,000)","23.3","77.40000000000001","none","both own mother and father",23,3,23.3,77.4
"1029","1","25","below average","south atlantic","in a medium-size city (50,000-250,000)","iap","38.3","two","mother only",25,1,NA,38.3
"1030","2","60","far below average","south atlantic","in a small city or town (under 50,000)","28.7","iap","iap","both own mother and father",60,2,28.7,NA
"1031","9","60","above average","south atlantic","in open country but not on a farm","57.5","19.6","none","both own mother and father",60,9,57.5,19.6
"1032","1","58","average","foreign","in a large city (over 250,000)","57.5","38.8","four","both own mother and father",58,1,57.5,38.8
"1033","3","32","average","foreign","in a large city (over 250,000)","iap","iap","four","both own mother and father",32,3,NA,NA
"1034","4","76","below average","mountain","in a medium-size city (50,000-250,000)","57.8","19.6","none","both own mother and father",76,4,57.8,19.6
"1035","2","55","below average","south atlantic","in a suburb near a large city","32","19.6","none","other",55,2,32,19.6
"1036","3","31","average","south atlantic","in a suburb near a large city","69.3","77.40000000000001","none","both own mother and father",31,3,69.3,77.4
"1037","0","45","average","south atlantic","in a small city or town (under 50,000)","35.3","84.2","iap","both own mother and father",45,0,35.3,84.2
"1038","1","18","far below average","south atlantic","in a large city (over 250,000)","81.59999999999999","84","four","both own mother and father",18,1,81.6,84
"1039","4","38","below average","south atlantic","in a large city (over 250,000)","iap","14","none","mother only",38,4,NA,14
"1040","2","31","average","south atlantic","in a large city (over 250,000)","iap","12.6","none","some other female relative (no male head)",31,2,NA,12.6
"1041","8","40","average","south atlantic","in a small city or town (under 50,000)","iap","iap","none","mother only",40,8,NA,NA
"1042","6","87","below average","foreign","in a small city or town (under 50,000)","18.6","iap","iap","both own mother and father",87,6,18.6,NA
"1043","3","25","average","south atlantic","in a large city (over 250,000)","57.3","39.7","none","both own mother and father",25,3,57.3,39.7
"1044","3","66","above average","west north central","in a small city or town (under 50,000)","36.2","84.2","none","other arrangement with relatives (e.g., aunt and uncle, grandparents)",66,3,36.2,84.2
"1045","2","23","average","south atlantic","in a medium-size city (50,000-250,000)","18.6","12.6","none","both own mother and father",23,2,18.6,12.6
"1046","6","55","above average","foreign","in a medium-size city (50,000-250,000)","77.40000000000001","35.8","none","both own mother and father",55,6,77.4,35.8
"1047","2","35","average","south atlantic","in a suburb near a large city","19.7","57.8","four","both own mother and father",35,2,19.7,57.8
"1048","2","31","far below average","foreign","in a small city or town (under 50,000)","iap","60.1","four","mother only",31,2,NA,60.1
"1049","8","71","average","foreign","in open country but not on a farm","32.8","59.8","four","both own mother and father",71,8,32.8,59.8
"1050","1","34","below average","south atlantic","in a small city or town (under 50,000)","24","iap","four","father only",34,1,24,NA
"1051","3","59","above average","foreign","in open country but not on a farm","41","26.5","four","both own mother and father",59,3,41,26.5
"1052","4","25","below average","foreign","in a small city or town (under 50,000)","41","13.6","four","both own mother and father",25,4,41,13.6
"1053","2","51","above average","foreign","in a small city or town (under 50,000)","iap","20.7","four","mother only",51,2,NA,20.7
"1054","4","83","below average","foreign","in a large city (over 250,000)","32","iap","four","both own mother and father",83,4,32,NA
"1055","1","29","below average","south atlantic","in a large city (over 250,000)","20.7","12.6","four","both own mother and father",29,1,20.7,12.6
"1056","3","47","below average","south atlantic","in a suburb near a large city","18.8","37.6","four","both own mother and father",47,3,18.8,37.6
"1057","2","21","below average","south atlantic","in a medium-size city (50,000-250,000)","iap","80.90000000000001","none","both own mother and father",21,2,NA,80.9
"1058","0","47","far below average","south atlantic","in a large city (over 250,000)","28.5","26.5","four","both own mother and father",47,0,28.5,26.5
"1059","3","56","average","south atlantic","in a large city (over 250,000)","25.2","iap","four","some other male relative (no female head)",56,3,25.2,NA
"1060","2","27","far below average","south atlantic","in a large city (over 250,000)","iap","26.8","four","mother only",27,2,NA,26.8
"1061","3","23","average","south atlantic","in a large city (over 250,000)","iap","37.6","iap","mother only",23,3,NA,37.6
"1062","1","41","far below average","foreign","in a medium-size city (50,000-250,000)","84","85.2","four","mother only",41,1,84,85.2
"1063","3","48","far below average","foreign","in a large city (over 250,000)","iap","12.6","four","mother only",48,3,NA,12.6
"1064","1","32","average","south atlantic","in a large city (over 250,000)","32","iap","four","both own mother and father",32,1,32,NA
"1065","3","23","below average","south atlantic","in a large city (over 250,000)","39.7","37.6","four","mother only",23,3,39.7,37.6
"1066","2","37","average","west south central","in a suburb near a large city","57.8","79.3","none","both own mother and father",37,2,57.8,79.3
"1067","4","30","below average","south atlantic","in a medium-size city (50,000-250,000)","iap","91.09999999999999","two","mother only",30,4,NA,91.1
"1068","4","77","average","foreign","in a suburb near a large city","54.6","iap","four","mother only",77,4,54.6,NA
"1069","1","62","average","middle atlantic","in a large city (over 250,000)","34.6","39.7","four","both own mother and father",62,1,34.6,39.7
"1070","6","57","below average","foreign","in a large city (over 250,000)","23.3","12.6","four","other",57,6,23.3,12.6
"1071","3","61","average","west north central","in a small city or town (under 50,000)","80.90000000000001","80.90000000000001","none","both own mother and father",61,3,80.9,80.9
"1072","1","43","average","foreign","in a small city or town (under 50,000)","92.8","31.9","four","both own mother and father",43,1,92.8,31.9
"1073","1","46","above average","foreign","in a large city (over 250,000)","44.6","iap","three","both own mother and father",46,1,44.6,NA
"1074","0","82","above average","west south central","in a small city or town (under 50,000)","46.5","80.90000000000001","none","both own mother and father",82,0,46.5,80.9
"1075","1","56","average","east north central","in a medium-size city (50,000-250,000)","71.8","80.90000000000001","none","both own mother and father",56,1,71.8,80.9
"1076","3","20","below average","south atlantic","in a small city or town (under 50,000)","20.7","13.6","don't know","both own mother and father",20,3,20.7,13.6
